ID,20S20R1,7S7R100,9S9R100,3S3R100,21S21R1,22S22R1,8S8R100,6S6R100,2S2R100,5S5R100,16S16R1,17S17R1,1S1R100,15S15R1,18S18R1,19S19R1,14S14R1,11S11R1,4S4R100,10S10R1,12S12R1,13S13R1
Mycobacterium sp. RW6,4,20,8,6,4,18,8,4,15,0,15,4,0,4,0,2,4,22,4,16,8,4
Mycobacterium sp. Root135,17,9,6,3,9,20,3,6,15,4,26,2,7,5,11,1,6,28,3,20,3,5
Mycobacterium sp. Root265,8,16,2,4,4,27,7,13,40,4,22,26,7,8,8,6,8,243,6,13,7,8
Mycobacterium sp. SCH,6,16,3,5,15,29,6,8,18,6,15,19,5,4,4,11,12,63,8,24,10,6
Mycobacterium sp. SP-6446,3,10,2,0,1,4,0,1,1,3,4,2,0,2,4,2,0,10,1,0,6,5
Mycobacterium sp. ST-F2,0,6,1,1,13,9,3,3,10,6,8,11,1,0,6,8,9,28,0,5,2,8
Mycobacterium sp. SWH-M1,3,5,0,0,1,6,2,0,6,1,3,5,1,1,0,0,4,13,1,6,0,4
Mycobacterium sp. SWH-M3,5,5,4,4,0,1,4,9,9,2,10,6,1,3,3,0,2,20,3,3,4,2
Mycobacterium sp. SWH-M5,2,9,0,3,2,11,7,2,12,4,9,4,2,1,5,4,2,30,0,8,0,3
Mycobacterium sp. Soil538,2,10,3,1,4,5,5,5,12,6,5,6,4,8,5,1,9,20,2,9,4,6
Mycobacterium sp. TBL 1200985,4,3,3,6,4,6,3,6,7,4,6,6,6,4,11,4,4,50,1,14,3,5
Mycobacterium sp. TKK-01-0059,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Mycobacterium sp. UM_CSW,1,2,2,0,0,8,0,0,3,1,0,2,0,0,2,0,2,8,4,2,0,1
Mycobacterium sp. UM_Kg17,5,3,1,1,1,0,0,3,6,1,6,4,0,5,1,0,1,2,3,3,3,3
Mycobacterium sp. UM_Kg1,2,0,3,0,7,4,2,0,5,4,2,0,0,6,7,2,3,5,2,3,1,4
Mycobacterium sp. UM_Kg27,0,2,1,0,1,1,0,0,1,0,2,0,0,2,0,1,4,3,0,0,1,4
Mycobacterium sp. UM_NYF,0,0,1,1,1,0,1,0,0,1,0,0,1,3,0,0,0,1,0,2,0,0
Mycobacterium sp. UM_NZ2,0,3,1,0,0,0,2,0,5,0,3,0,1,1,0,0,1,5,0,4,0,2
Mycobacterium sp. UM_RHS,2,0,2,0,0,4,0,0,3,0,4,3,0,0,0,1,0,1,1,1,1,1
Mycobacterium sp. UM_WGJ,3,4,1,1,0,2,2,1,3,0,0,1,0,0,0,0,1,2,1,1,0,0
Mycobacterium sp. UM_WWY,1,24,1,3,0,5,4,1,17,1,13,2,0,0,5,1,4,12,0,6,4,8
Mycobacterium sp. UNC267MFSha1.1M11,4,9,10,4,3,35,12,6,14,11,11,13,4,3,8,4,12,48,5,20,7,9
Mycobacterium sp. UNC280MFTsu5.1,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,1,1,1,1,3,0,0
Mycobacterium sp. UNC410CL29Cvi84,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Mycobacterium sp. UNCCL9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Mycobacterium sp. URHB0044,16,15,12,8,7,28,4,10,27,4,26,9,5,1,8,8,11,57,9,25,5,13
Mycobacterium sp. URHD0025,3,6,2,3,2,12,0,3,7,0,5,1,0,1,2,0,6,10,1,13,2,3
Mycobacterium sp. VKM Ac-1816D,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mycobacterium sp. VKM Ac-1817D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Mycobacterium sp. WY10,1,11,1,7,5,7,0,0,8,1,9,3,2,0,0,2,3,27,4,4,5,10
Mycobacterium sp. YC-RL4,5,24,13,6,10,63,10,7,22,6,13,12,11,18,22,7,12,135,7,32,6,7
Mycobacterium sp. djl-10,5,24,5,5,6,16,15,9,20,10,23,18,9,3,17,9,18,58,4,18,10,8
Mycobacterium sp.,3,1,0,0,0,0,0,0,0,0,0,4,1,2,6,0,0,3,3,0,6,0
Mycobacterium szulgai,3,5,11,6,7,21,4,3,17,6,7,8,5,2,4,2,5,31,5,11,4,3
Mycobacterium terrae,1,1,3,1,2,5,1,4,3,0,4,0,2,0,2,1,1,8,3,5,0,4
Mycobacterium thermoresistibile,12,26,16,4,14,48,18,3,28,2,24,14,13,9,34,9,17,122,10,30,3,13
Mycobacterium timonense,1,2,0,2,0,1,0,2,2,2,4,5,1,3,1,3,6,1,4,3,2,0
Mycobacterium triplex,3,5,1,4,6,11,2,0,13,0,7,4,0,1,1,2,4,25,0,10,2,4
Mycobacterium triviale,5,10,1,4,7,26,5,11,15,7,25,6,6,2,6,4,8,24,5,11,6,17
Mycobacterium tuberculosis,288,299,146,172,136,398,203,205,434,169,264,250,186,289,299,171,307,678,208,322,213,260
Mycobacterium tusciae,16,21,12,23,13,48,19,12,73,17,30,20,20,17,18,19,19,280,17,42,15,21
Mycobacterium ulcerans,20,24,12,7,2,83,6,9,41,12,30,5,12,7,24,10,16,51,8,28,20,26
Mycobacterium vaccae,8,7,5,4,15,26,4,3,19,4,9,7,3,4,4,4,4,45,7,25,3,15
Mycobacterium vanbaalenii,0,6,0,0,1,3,1,1,10,2,2,0,3,2,1,0,2,9,2,9,0,2
Mycobacterium vulneris,3,8,2,2,5,15,2,1,18,2,10,5,2,8,3,4,7,32,6,12,3,14
Mycobacterium wolinskyi,15,11,9,6,8,34,2,8,27,2,18,7,6,2,14,4,15,49,1,20,7,11
Mycobacterium xenopi,67,96,46,50,22,215,42,45,189,16,95,47,57,47,78,65,62,295,40,109,45,65
Mycobacterium yongonense,1,3,5,1,2,5,3,2,13,1,3,6,2,3,3,2,3,5,1,6,0,6
uncultured Mycobacterium sp.,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0
Lawsonella clevelandensis,12,11,3,3,7,17,6,7,14,9,7,2,8,6,3,3,5,24,2,12,0,4
Tomitella biformata,5,25,6,15,19,28,11,1,34,1,15,8,11,14,4,3,5,50,5,33,3,24
Nocardia abscessus,3,13,4,4,1,23,2,0,11,3,9,7,1,5,2,2,2,29,4,11,8,6
Nocardia acidivorans,10,23,4,2,5,13,2,6,21,0,6,7,28,3,2,4,5,37,4,17,3,9
Nocardia africana,0,5,1,0,1,17,1,0,9,2,4,1,1,1,1,1,5,24,3,6,1,9
Nocardia alba,2,14,4,2,11,15,7,8,9,3,24,3,10,2,7,2,0,30,2,11,6,12
Nocardia altamirensis,13,20,8,9,9,33,5,6,30,8,19,9,9,12,22,8,7,57,12,30,11,5
Nocardia amamiensis,5,8,1,4,24,33,1,4,20,4,19,1,6,2,4,5,8,37,3,23,2,7
Nocardia amikacinitolerans,6,4,6,1,6,24,7,4,12,4,17,3,3,2,2,7,7,29,5,4,6,7
Nocardia anaemiae,10,5,4,3,3,10,2,2,18,5,17,3,0,0,1,2,10,30,2,19,1,7
Nocardia aobensis,1,3,1,1,1,2,0,1,3,1,1,2,0,1,0,0,1,6,2,3,3,2
Nocardia araoensis,1,5,4,0,4,6,1,4,9,2,2,1,1,1,0,0,2,19,2,8,1,1
Nocardia arizonensis,9,14,8,8,2,35,11,5,20,3,12,4,2,5,6,4,9,53,1,15,4,6
Nocardia arthritidis,6,1,0,1,0,3,2,0,9,0,6,5,1,5,2,0,2,12,2,2,1,2
Nocardia asiatica,6,13,7,7,1,21,5,3,29,1,10,5,1,4,3,7,2,28,1,12,9,4
Nocardia asteroides,0,1,2,0,3,5,2,2,7,2,12,2,0,0,2,0,1,3,1,12,2,2
Nocardia beijingensis,0,7,2,2,1,17,2,0,13,2,5,1,2,2,1,1,3,29,0,4,6,1
Nocardia brasiliensis,3,10,7,1,26,36,9,9,40,6,28,13,12,10,9,10,2,74,5,23,3,23
Nocardia brevicatena,15,3,3,1,10,17,11,8,13,5,23,9,4,5,7,3,10,41,4,13,1,6
Nocardia caishijiensis,5,11,2,1,1,15,7,1,14,2,4,4,5,0,10,3,2,23,3,3,0,2
Nocardia carnea,5,10,0,9,5,23,1,1,15,2,11,3,3,1,16,2,11,42,1,7,6,6
Nocardia cerradoensis,3,4,1,1,9,9,3,1,7,2,2,3,2,4,1,0,5,11,3,5,1,3
Nocardia concava,16,14,7,9,22,35,12,6,27,9,17,4,11,6,6,7,16,57,3,37,6,8
Nocardia coubleae,1,1,3,3,4,1,3,1,5,1,7,1,4,3,4,2,0,10,0,4,0,2
Nocardia crassostreae,12,15,17,13,17,30,8,6,20,16,15,9,9,2,8,14,17,55,11,18,3,8
Nocardia cummidelens,0,0,0,0,2,0,0,0,2,0,2,2,0,0,0,0,5,3,2,0,0,0
Nocardia cyriacigeorgica,4,17,6,11,13,37,12,6,27,7,15,4,6,7,20,13,11,34,2,23,9,13
Nocardia donostiensis,16,17,4,7,2,18,5,4,10,7,16,2,6,2,5,5,2,15,2,5,7,5
Nocardia elegans,0,8,1,4,0,12,2,8,14,1,1,3,0,5,4,0,3,9,0,7,2,0
Nocardia exalbida,3,0,0,1,1,8,0,3,10,0,3,3,6,1,8,1,0,10,2,13,1,4
Nocardia farcinica,11,36,7,11,9,25,28,18,37,1,34,12,6,10,8,18,18,64,13,31,14,14
Nocardia flavorosea,2,14,4,6,5,16,8,2,25,3,14,6,1,6,10,8,10,28,4,13,2,8
Nocardia fusca,5,14,8,2,6,16,11,1,27,6,10,15,4,0,10,1,6,24,3,15,3,4
Nocardia gamkensis,2,8,2,3,2,11,0,3,9,0,3,3,2,1,1,3,3,11,1,6,3,3
Nocardia grenadensis,7,5,4,1,3,4,4,3,6,1,3,6,0,1,10,4,2,11,2,6,1,9
Nocardia harenae,15,15,2,8,15,27,10,5,32,7,15,9,8,3,10,6,9,42,9,21,4,14
Nocardia higoensis,9,6,4,6,3,22,18,8,25,7,11,9,13,10,18,6,11,57,9,23,14,12
Nocardia ignorata,3,8,2,2,1,1,1,1,11,2,5,0,1,3,5,3,2,10,1,13,0,5
Nocardia inohanensis,3,14,5,9,6,20,8,7,26,4,13,4,5,7,11,4,9,37,7,20,3,9
Nocardia jejuensis,3,25,6,6,10,34,2,8,33,2,13,7,3,3,7,4,5,48,7,29,1,7
Nocardia jiangxiensis,7,23,7,10,13,16,5,8,28,5,40,4,1,6,6,3,12,56,15,36,15,23
Nocardia jinanensis,5,7,2,2,4,7,4,3,9,2,7,1,2,2,3,2,6,21,4,12,0,6
Nocardia kruczakiae,0,5,3,0,12,8,2,0,10,0,2,1,0,2,4,0,2,14,2,2,2,3
Nocardia lijiangensis,2,4,3,2,4,20,4,9,13,4,12,3,1,2,0,5,1,35,2,11,4,5
Nocardia mexicana,22,22,7,9,17,21,9,7,31,5,21,6,15,11,7,6,29,65,9,16,8,10
Nocardia mikamii,4,2,0,0,5,6,2,0,4,1,4,4,1,1,2,2,0,12,2,2,2,4
Nocardia miyunensis,6,20,9,13,9,63,6,11,36,2,13,8,9,6,3,9,13,38,7,19,7,12
Nocardia niigatensis,4,11,10,5,8,13,4,11,16,3,8,4,4,2,4,1,7,39,6,11,3,12
Nocardia niwae,11,9,1,5,20,11,17,8,7,0,13,6,11,3,4,4,1,19,0,18,4,8
Nocardia nova,8,24,10,10,13,41,12,8,45,4,43,5,6,11,15,9,9,56,4,26,12,28
Nocardia otitidiscaviarum,8,41,11,9,6,36,6,17,56,6,47,15,8,5,14,9,15,62,21,43,11,27
Nocardia paucivorans,13,11,2,1,7,23,10,10,20,3,12,8,3,5,2,5,4,48,2,12,0,2
Nocardia pneumoniae,4,5,6,0,0,22,3,2,10,4,13,6,2,1,2,2,2,24,1,13,5,6
Nocardia pseudobrasiliensis,13,27,5,8,13,49,16,9,43,8,32,8,12,19,12,10,15,93,6,43,7,22
Nocardia pseudovaccinii,10,10,2,6,4,12,1,4,20,1,11,5,3,13,11,14,2,32,11,17,2,6
Nocardia puris,7,15,10,8,7,35,10,11,24,7,27,12,7,2,24,10,9,38,1,18,7,7
Nocardia rhamnosiphila,2,10,0,1,2,9,9,3,16,0,10,4,3,5,5,1,5,22,3,2,5,12
Nocardia salmonicida,2,2,4,2,1,8,0,0,7,1,2,2,2,0,4,1,7,7,2,5,0,1
Nocardia seriolae,15,23,13,5,11,40,5,5,29,8,19,15,6,6,18,5,17,70,8,17,24,13
Nocardia shimofusensis,5,9,3,1,1,22,6,4,28,1,17,6,6,4,9,3,15,34,6,15,0,8
Nocardia sienata,9,6,2,5,1,30,1,2,9,2,9,16,2,2,3,2,14,28,4,9,0,0
Nocardia soli,1,13,2,5,5,30,4,7,17,1,15,2,5,1,11,3,2,40,9,13,3,11
Nocardia sp. 348MFTsu5.1,6,18,11,8,9,18,12,8,19,5,19,3,8,5,16,10,9,60,15,29,10,18
Nocardia sp. 852002-20019_SCH5090214,1,3,2,0,2,5,0,0,6,0,8,0,3,3,2,0,0,11,2,10,0,3
Nocardia sp. 852002-51101_SCH5132738,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Nocardia sp. 852002-51244_SCH5132740,0,0,4,0,0,0,3,1,0,0,2,2,0,0,0,1,0,0,0,0,2,0
Nocardia sp. BMG111209,11,44,5,10,5,29,7,14,44,2,29,3,5,4,9,0,5,99,11,40,4,24
Nocardia sp. BMG51109,12,19,12,3,10,48,5,9,19,5,14,6,6,8,12,5,9,65,9,18,1,7
Nocardia sp. C-14-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Nocardia sp. CNY236,5,8,12,2,13,25,4,3,20,1,30,3,2,4,4,2,8,34,2,26,5,11
Nocardia sp. NRRL S-836,3,17,12,6,14,28,5,9,42,9,18,1,7,2,5,6,12,71,11,18,5,12
Nocardia sp. NRRL WC-3656,0,5,0,0,5,3,2,1,3,2,1,1,1,0,0,0,0,15,0,0,0,0
Nocardia sp. Root136,2,0,1,0,0,4,0,0,0,1,1,0,0,0,0,0,0,2,3,0,0,1
Nocardia speluncae,10,8,14,9,6,19,10,15,20,7,26,14,6,13,15,7,6,29,8,27,9,13
Nocardia takedensis,15,26,9,4,8,31,8,2,20,4,20,5,7,3,5,3,5,52,6,29,3,6
Nocardia tenerifensis,12,17,11,6,18,25,4,7,19,8,16,5,8,11,10,5,9,64,6,24,29,10
Nocardia terpenica,33,30,8,17,12,31,15,21,38,10,25,65,8,9,14,17,17,60,14,40,4,42
Nocardia testacea,12,10,8,3,4,19,8,6,14,1,12,7,4,26,4,2,7,49,6,9,56,6
Nocardia thailandica,8,19,5,3,2,29,13,6,26,7,25,1,7,7,13,5,2,53,2,23,3,8
Nocardia transvalensis,10,15,11,5,4,16,13,14,33,4,23,5,11,10,9,7,12,47,7,14,5,9
Nocardia uniformis,7,9,14,5,11,35,7,1,31,2,11,5,13,10,10,8,17,54,10,24,3,16
Nocardia vaccinii,6,29,8,5,3,47,3,3,36,1,26,5,5,4,9,4,5,56,10,23,5,9
Nocardia vermiculata,6,14,7,3,3,34,4,9,27,7,17,1,8,5,11,2,7,60,4,23,6,8
Nocardia veterana,3,5,3,9,5,18,5,2,16,6,4,2,2,12,9,5,12,36,5,10,5,9
Nocardia vinacea,2,5,6,5,12,23,3,0,11,2,10,7,3,6,1,3,3,38,8,15,4,10
Nocardia violaceofusca,3,4,2,0,1,3,0,0,0,0,0,0,1,0,3,0,1,3,1,5,0,0
Nocardia vulneris,4,9,4,6,1,16,1,1,6,2,14,2,8,2,5,0,3,26,7,18,3,8
Nocardia xishanensis,7,14,5,3,7,20,7,7,15,0,14,4,5,4,7,2,4,28,4,21,9,2
Nocardia yamanashiensis,6,9,8,2,2,28,5,6,32,7,6,7,11,7,5,0,11,58,6,11,2,8
Rhodococcus aetherivorans,2,9,1,2,0,6,0,1,7,0,2,0,0,3,0,1,4,6,0,3,1,5
Rhodococcus coprophilus,3,5,7,3,8,29,8,4,20,4,15,4,4,6,11,4,5,31,5,10,4,5
Rhodococcus corynebacterioides,1,3,0,1,3,6,3,1,2,1,11,0,1,3,9,2,0,11,3,2,1,5
Rhodococcus defluvii,11,10,6,6,3,19,10,10,19,3,9,6,5,5,5,3,6,32,3,7,11,4
Rhodococcus enclensis,0,1,0,0,1,0,1,0,6,0,11,0,0,0,0,0,0,4,0,2,0,1
Rhodococcus equi,5,42,25,13,14,37,10,5,50,11,82,10,7,4,10,7,11,39,13,73,5,31
Rhodococcus erythropolis,23,40,15,23,17,38,11,10,44,15,58,21,12,24,28,23,16,60,26,42,3,39
Rhodococcus fascians,38,83,49,23,29,103,44,25,134,31,119,20,21,43,39,19,42,176,25,113,42,53
Rhodococcus gordoniae,0,3,0,0,0,3,0,1,2,2,4,0,0,0,1,0,0,2,2,6,0,0
Rhodococcus imtechensis,1,3,4,0,4,4,1,0,5,0,2,1,1,0,3,4,4,12,2,8,0,7
Rhodococcus jostii,20,16,11,6,8,57,11,6,24,6,30,13,18,7,8,3,13,63,5,38,18,12
Rhodococcus koreensis,5,7,5,2,4,19,8,11,10,7,20,7,3,7,8,11,4,48,6,13,10,8
Rhodococcus kroppenstedtii,0,3,2,0,1,3,2,1,2,1,4,5,2,2,0,0,1,4,1,5,3,2
Rhodococcus kunmingensis,6,18,5,2,11,59,0,8,37,2,21,6,8,5,9,4,16,64,13,24,5,14
Rhodococcus kyotonensis,3,11,3,11,20,28,1,3,15,6,12,6,2,7,2,12,12,42,14,19,2,18
Rhodococcus maanshanensis,0,1,1,0,0,16,2,5,13,0,2,1,1,2,2,2,1,18,2,3,1,1
Rhodococcus marinonascens,2,10,4,3,5,8,3,9,12,5,11,2,4,2,6,2,6,24,5,15,3,9
Rhodococcus opacus,20,27,32,18,12,63,29,22,59,12,37,19,15,29,13,8,15,118,10,52,17,26
Rhodococcus phenolicus,12,22,10,3,5,26,5,7,18,6,18,2,14,7,6,8,7,34,6,14,9,16
Rhodococcus pyridinivorans,20,14,11,7,9,12,3,5,14,9,16,19,10,13,14,4,14,28,6,23,5,12
Rhodococcus qingshengii,5,15,9,4,7,7,21,25,9,2,6,20,2,17,3,3,10,11,4,10,18,11
Rhodococcus rhodnii,22,38,14,7,8,63,27,23,69,18,67,12,16,22,24,10,24,120,20,66,21,22
Rhodococcus rhodochrous,9,23,18,9,30,29,7,12,42,7,58,6,6,8,14,4,15,59,4,76,13,21
Rhodococcus ruber,11,19,12,13,6,24,19,15,26,3,40,4,3,3,3,1,13,30,4,34,5,19
Rhodococcus sp. 008,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,1,2
Rhodococcus sp. 1139,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,2
Rhodococcus sp. 114MFTsu3.1,0,1,0,0,0,0,2,2,2,0,2,0,0,0,0,0,1,8,4,5,0,0
Rhodococcus sp. 1159,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0
Rhodococcus sp. 1163,0,0,2,0,15,7,1,0,11,4,9,0,0,0,2,0,0,25,2,3,1,12
Rhodococcus sp. 164Chir2E,1,3,0,0,0,0,0,0,3,0,1,1,0,1,0,0,0,2,1,0,0,1
Rhodococcus sp. 29MFTsu3.1,0,5,2,0,0,1,0,1,1,0,3,0,0,1,1,0,0,7,0,6,0,0
Rhodococcus sp. 2G,6,1,1,2,0,0,1,1,9,0,7,1,1,0,2,0,0,0,4,4,0,5
Rhodococcus sp. 311R,0,0,0,0,0,3,0,0,2,0,3,0,0,0,0,2,1,2,0,2,0,1
Rhodococcus sp. 66b,1,4,4,0,1,0,0,1,10,0,5,0,1,0,1,0,3,2,0,6,0,3
Rhodococcus sp. 852002-51564_SCH6189132-a,0,0,0,0,0,1,0,0,2,0,0,2,0,1,0,0,0,2,0,0,0,0
Rhodococcus sp. 9AGIII,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Rhodococcus sp. AD45,6,3,4,0,1,2,3,4,8,1,5,5,7,0,2,1,4,10,0,5,0,3
Rhodococcus sp. ADH,1,2,0,0,0,2,0,0,1,3,0,0,1,1,0,0,1,5,0,1,0,0
Rhodococcus sp. AJR001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Rhodococcus sp. AN-22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhodococcus sp. ARP2,0,4,1,0,0,1,5,0,2,0,0,0,0,1,0,0,1,0,0,3,0,0
Rhodococcus sp. AW25M09,2,6,3,5,1,3,0,8,6,1,12,2,3,6,7,2,4,20,2,8,1,6
Rhodococcus sp. B7740,6,3,0,0,3,1,1,0,2,0,6,0,0,3,0,2,1,3,0,6,0,3
Rhodococcus sp. BH4,0,0,0,0,0,1,0,0,1,1,0,0,0,5,0,0,0,8,0,0,0,1
Rhodococcus sp. Br-6,3,1,0,0,0,1,3,2,2,0,6,1,1,4,3,0,0,3,1,2,1,2
Rhodococcus sp. CUA-806,3,6,6,4,7,18,3,5,16,1,8,6,6,5,6,1,4,42,2,9,6,4
Rhodococcus sp. Chr-9,1,1,1,0,0,1,1,0,4,0,2,0,1,1,1,0,1,8,0,1,2,0
Rhodococcus sp. D-1,1,2,0,0,5,2,1,1,1,1,12,1,2,2,3,2,2,0,2,2,0,3
Rhodococcus sp. DK17,1,0,0,1,2,1,0,1,2,3,1,8,1,0,2,1,0,2,0,5,0,0
Rhodococcus sp. EPR-134,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Rhodococcus sp. EPR-147,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0
Rhodococcus sp. EPR-157,8,12,5,4,4,23,0,2,10,3,2,6,4,4,3,5,11,26,3,14,2,7
Rhodococcus sp. EPR-279,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhodococcus sp. EsD8,0,10,0,0,10,3,3,1,14,0,8,2,2,0,2,0,2,16,0,8,0,6
Rhodococcus sp. HA99,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Rhodococcus sp. HS-D2,0,4,0,2,0,6,4,0,6,0,2,3,0,2,3,3,28,12,2,4,9,4
Rhodococcus sp. IITR03,0,2,0,0,1,7,1,0,4,1,3,1,3,3,2,0,1,9,2,6,0,6
Rhodococcus sp. JG-3,0,2,0,0,1,2,0,0,1,1,2,0,0,1,0,1,0,4,0,1,0,3
Rhodococcus sp. JVH1,3,3,2,2,3,16,2,1,9,3,8,3,2,1,3,0,3,18,4,12,1,4
Rhodococcus sp. KB6,2,1,0,0,1,0,0,0,6,2,4,3,0,0,0,1,0,4,0,2,0,3
Rhodococcus sp. LB1,1,4,4,0,0,10,3,12,10,3,7,3,0,0,9,1,4,24,3,17,3,5
Rhodococcus sp. Leaf233,5,5,0,1,0,4,0,0,7,3,3,2,4,2,0,0,1,5,0,6,3,8
Rhodococcus sp. Leaf278,0,5,5,2,3,3,2,3,2,5,8,0,1,0,1,1,1,7,3,5,1,2
Rhodococcus sp. M8,1,4,1,0,2,2,1,0,9,0,7,2,1,0,1,1,0,8,0,16,0,3
Rhodococcus sp. MEB064,4,10,4,0,0,1,3,0,3,2,3,0,2,1,0,1,1,8,3,4,2,4
Rhodococcus sp. MTM3W5.2,3,17,10,9,8,27,2,7,25,7,17,11,12,4,12,5,11,56,4,29,5,7
Rhodococcus sp. Mel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Rhodococcus sp. NS1,1,1,2,0,0,3,5,0,3,1,11,1,0,1,0,1,1,5,2,0,0,0
Rhodococcus sp. P14,0,1,0,0,2,0,0,1,1,0,1,2,0,0,2,0,5,0,0,1,0,0
Rhodococcus sp. P27,0,4,6,0,2,7,1,0,5,0,11,2,4,0,0,1,0,6,3,12,0,7
Rhodococcus sp. PBTS 1,0,3,3,3,1,12,1,0,6,1,3,0,2,1,1,3,1,10,1,4,2,1
Rhodococcus sp. PBTS 2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhodococcus sp. PML026,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhodococcus sp. R04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Rhodococcus sp. R1101,0,4,1,0,0,1,1,0,1,1,2,0,0,0,0,0,2,11,0,2,0,1
Rhodococcus sp. RD6.2,9,19,10,15,28,31,6,8,23,9,50,5,9,12,12,3,6,50,12,58,7,14
Rhodococcus sp. SC4,3,4,0,3,14,35,3,2,8,1,10,3,0,2,0,1,4,31,4,30,3,3
Rhodococcus sp. T104,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Rhodococcus sp. UNC23MFCrub1.1,2,1,0,0,1,1,1,3,4,0,2,0,2,2,3,3,1,5,2,0,1,6
Rhodococcus sp. UNC363MFTsu5.1,6,6,4,1,3,10,5,0,13,0,8,2,2,2,3,0,0,15,0,13,2,4
Rhodococcus sp. WB1,1,0,0,0,0,5,0,0,2,0,1,0,0,0,0,0,1,5,3,3,0,0
Rhodococcus sp. WMMA185,1,12,0,1,3,15,1,5,8,1,12,8,1,7,10,1,2,33,5,9,1,7
Rhodococcus sp. YH3-3,3,2,2,1,1,0,2,0,4,1,0,2,0,0,0,2,3,1,0,3,1,1
Rhodococcus sp. YK2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhodococcus sp. YL-1,1,5,1,0,0,5,0,0,4,0,3,0,0,0,0,1,0,4,2,9,0,4
Rhodococcus sp. p52,0,2,4,0,0,1,1,0,7,1,2,1,2,6,2,2,2,5,0,7,0,1
Rhodococcus sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Rhodococcus triatomae,9,40,14,6,21,38,14,19,37,7,50,7,10,11,20,8,22,84,14,45,8,25
Rhodococcus tukisamuensis,10,18,20,12,22,24,12,6,17,6,14,14,5,22,20,15,19,39,9,16,20,17
Rhodococcus wratislaviensis,8,11,4,4,13,20,7,3,37,1,10,0,8,10,4,6,15,35,3,17,6,10
Rhodococcus yunnanensis,4,6,3,1,4,13,2,0,15,3,7,5,2,6,0,0,8,32,1,13,1,7
Rhodococcus zopfii,11,19,10,9,23,19,29,13,11,7,19,7,11,12,3,4,8,43,4,13,9,11
uncultured Rhodococcus sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Smaragdicoccus niigatensis,19,14,19,12,14,49,5,12,32,7,28,17,13,15,32,12,16,106,17,36,8,20
Segniliparus rotundus,9,18,7,2,4,8,2,2,22,2,19,4,1,6,14,2,7,35,2,27,8,6
Segniliparus rugosus,0,10,4,2,9,27,16,10,23,4,15,3,4,2,2,4,5,44,7,29,5,5
Tsukamurella paurometabola,7,14,5,3,2,24,2,3,14,3,12,8,7,6,2,4,11,26,2,11,7,3
Tsukamurella pseudospumae,21,20,13,22,8,28,32,29,26,8,20,5,10,18,9,11,16,46,12,31,19,14
Tsukamurella pulmonis,3,13,5,2,6,14,6,2,19,2,23,9,6,0,4,2,4,20,7,13,2,6
Tsukamurella sp. 1534,9,8,5,1,4,12,3,2,15,1,15,3,2,3,7,1,3,25,1,22,4,4
Tsukamurella tyrosinosolvens,6,27,10,5,4,32,9,9,26,4,8,7,4,18,6,6,9,27,8,17,6,9
Williamsia herbipolensis,0,0,1,2,7,12,6,5,5,3,4,0,2,3,0,6,11,23,3,8,4,1
