ID,20S20R1,7S7R100,9S9R100,3S3R100,21S21R1,22S22R1,8S8R100,6S6R100,2S2R100,5S5R100,16S16R1,17S17R1,1S1R100,15S15R1,18S18R1,19S19R1,14S14R1,11S11R1,4S4R100,10S10R1,12S12R1,13S13R1
uncultured Spirosoma sp.,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,1.0,0.0,1.0
Sporocytophaga myxococcoides,141.0,346.0,215.0,182.0,334.0,1956.0,76.0,166.0,915.0,145.0,1273.0,201.0,203.0,127.0,165.0,107.0,320.0,590.0,112.0,571.0,100.0,308.0
Cesiribacter andamanensis,38.0,119.0,64.0,54.0,142.0,1501.0,13.0,34.0,461.0,51.0,562.0,18.0,46.0,20.0,120.0,47.0,83.0,257.0,41.0,338.0,18.0,98.0
Fabibacter misakiensis,16.0,67.0,24.0,46.0,266.0,36222.0,4.0,9.0,3130.0,45.0,576.0,15.0,15.0,13.0,41.0,26.0,62.0,117.0,20.0,325.0,7.0,64.0
Fabibacter pacificus,20.0,102.0,44.0,69.0,365.0,46055.0,9.0,10.0,3981.0,49.0,584.0,24.0,46.0,22.0,55.0,31.0,91.0,242.0,13.0,531.0,15.0,84.0
Fabibacter sp. 4D4,15.0,72.0,34.0,66.0,332.0,48799.0,1.0,20.0,4088.0,39.0,605.0,28.0,29.0,26.0,41.0,41.0,36.0,210.0,37.0,363.0,16.0,86.0
Flammeovirga pacifica,19.0,40.0,27.0,48.0,117.0,508.0,11.0,18.0,189.0,34.0,307.0,50.0,37.0,15.0,16.0,30.0,83.0,89.0,17.0,174.0,8.0,66.0
Flammeovirga sp. MY04,62.0,61.0,21.0,78.0,149.0,654.0,8.0,32.0,258.0,49.0,439.0,27.0,53.0,45.0,44.0,71.0,87.0,102.0,60.0,169.0,25.0,49.0
Flammeovirga sp. OC4,36.0,48.0,27.0,45.0,108.0,538.0,3.0,13.0,161.0,45.0,347.0,19.0,19.0,15.0,46.0,37.0,77.0,82.0,34.0,293.0,8.0,55.0
Flammeovirga sp. SJP92,36.0,49.0,24.0,50.0,142.0,459.0,5.0,6.0,176.0,38.0,193.0,16.0,34.0,26.0,24.0,22.0,91.0,66.0,34.0,153.0,10.0,70.0
Flammeovirga yaeyamensis,6.0,9.0,7.0,9.0,6.0,18.0,5.0,6.0,11.0,5.0,13.0,6.0,5.0,12.0,8.0,6.0,6.0,21.0,4.0,18.0,16.0,15.0
Flexithrix dorotheae,100.0,218.0,97.0,156.0,653.0,4050.0,27.0,45.0,1243.0,101.0,1542.0,45.0,94.0,38.0,118.0,94.0,206.0,851.0,75.0,652.0,22.0,157.0
Fulvivirga imtechensis,55.0,206.0,78.0,91.0,351.0,5409.0,10.0,43.0,1340.0,106.0,1133.0,38.0,87.0,45.0,72.0,52.0,109.0,636.0,48.0,637.0,17.0,206.0
Marivirga sericea,20.0,80.0,23.0,43.0,209.0,1950.0,10.0,30.0,817.0,51.0,410.0,41.0,36.0,48.0,50.0,39.0,74.0,193.0,30.0,215.0,9.0,91.0
Marivirga tractuosa,31.0,104.0,30.0,50.0,236.0,1935.0,5.0,12.0,1173.0,55.0,597.0,12.0,25.0,16.0,51.0,33.0,65.0,233.0,62.0,241.0,3.0,61.0
Flammeovirgaceae bacterium 311,60.0,187.0,153.0,93.0,160.0,1552.0,36.0,85.0,557.0,79.0,874.0,34.0,66.0,63.0,102.0,73.0,130.0,402.0,45.0,468.0,12.0,171.0
Nafulsella turpanensis,56.0,159.0,87.0,83.0,230.0,2297.0,13.0,37.0,597.0,70.0,1001.0,21.0,78.0,25.0,72.0,51.0,145.0,345.0,52.0,399.0,12.0,114.0
Reichenbachiella agariperforans,30.0,149.0,39.0,90.0,218.0,2607.0,10.0,18.0,784.0,54.0,685.0,21.0,43.0,16.0,51.0,40.0,106.0,388.0,30.0,440.0,16.0,101.0
Reichenbachiella faecimaris,47.0,134.0,25.0,81.0,313.0,2860.0,2.0,14.0,881.0,68.0,793.0,27.0,52.0,32.0,64.0,45.0,106.0,403.0,50.0,402.0,24.0,93.0
Roseivirga echinicomitans,22.0,52.0,13.0,54.0,145.0,108548.0,2.0,12.0,8599.0,57.0,369.0,21.0,14.0,18.0,37.0,21.0,38.0,129.0,20.0,175.0,8.0,57.0
Roseivirga ehrenbergii,16.0,17.0,11.0,20.0,144.0,39560.0,10.0,3.0,3082.0,24.0,146.0,13.0,15.0,16.0,16.0,13.0,40.0,56.0,12.0,83.0,7.0,14.0
Roseivirga seohaensis,17.0,52.0,34.0,32.0,132.0,72487.0,6.0,9.0,6060.0,35.0,436.0,36.0,16.0,16.0,41.0,20.0,59.0,79.0,22.0,182.0,12.0,56.0
Roseivirga spongicola,29.0,101.0,22.0,69.0,218.0,47704.0,6.0,15.0,4119.0,56.0,827.0,35.0,50.0,19.0,64.0,47.0,98.0,244.0,31.0,465.0,14.0,101.0
Adhaeribacter aquaticus,64.0,337.0,252.0,99.0,147.0,906.0,17.0,60.0,431.0,69.0,783.0,23.0,69.0,20.0,81.0,53.0,88.0,411.0,48.0,876.0,19.0,145.0
Hymenobacter actinosclerus,14.0,26.0,13.0,15.0,34.0,206.0,1.0,6.0,67.0,11.0,47.0,2.0,14.0,5.0,12.0,6.0,13.0,56.0,9.0,49.0,1.0,30.0
Hymenobacter aerophilus,8.0,33.0,31.0,12.0,12.0,72.0,2.0,9.0,39.0,24.0,63.0,13.0,22.0,7.0,18.0,14.0,20.0,37.0,14.0,47.0,10.0,21.0
Hymenobacter algoricola,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hymenobacter daecheongensis,11.0,58.0,34.0,16.0,34.0,314.0,9.0,12.0,115.0,14.0,225.0,20.0,20.0,7.0,36.0,15.0,28.0,106.0,19.0,108.0,10.0,58.0
Hymenobacter norwichensis,25.0,69.0,42.0,29.0,60.0,350.0,15.0,24.0,142.0,31.0,229.0,31.0,29.0,16.0,42.0,28.0,70.0,103.0,23.0,260.0,8.0,54.0
Hymenobacter psychrophilus,24.0,30.0,15.0,21.0,28.0,280.0,14.0,14.0,90.0,18.0,164.0,18.0,19.0,9.0,28.0,14.0,17.0,63.0,12.0,68.0,13.0,43.0
Hymenobacter psychrotolerans,19.0,41.0,24.0,11.0,19.0,262.0,10.0,9.0,103.0,13.0,176.0,9.0,22.0,12.0,25.0,17.0,34.0,92.0,10.0,117.0,15.0,36.0
Hymenobacter roseosalivarius,33.0,65.0,35.0,24.0,49.0,360.0,4.0,34.0,155.0,19.0,202.0,17.0,23.0,12.0,35.0,30.0,50.0,155.0,15.0,204.0,2.0,30.0
Hymenobacter sedentarius,22.0,58.0,18.0,25.0,38.0,214.0,17.0,15.0,110.0,13.0,171.0,12.0,16.0,9.0,28.0,18.0,36.0,87.0,8.0,87.0,6.0,29.0
Hymenobacter sp. APR13,16.0,55.0,23.0,15.0,50.0,258.0,8.0,18.0,121.0,15.0,132.0,36.0,16.0,19.0,25.0,19.0,28.0,81.0,8.0,119.0,13.0,58.0
Hymenobacter sp. AT01-02,18.0,58.0,29.0,26.0,51.0,284.0,11.0,14.0,99.0,14.0,149.0,7.0,19.0,4.0,22.0,17.0,43.0,63.0,19.0,121.0,14.0,40.0
Hymenobacter sp. CCM 8643,12.0,20.0,17.0,9.0,13.0,172.0,4.0,9.0,69.0,13.0,35.0,7.0,15.0,7.0,11.0,4.0,18.0,36.0,5.0,44.0,4.0,18.0
Hymenobacter sp. CCM 8648,11.0,16.0,5.0,4.0,8.0,72.0,1.0,2.0,33.0,8.0,35.0,5.0,2.0,4.0,10.0,5.0,3.0,38.0,2.0,37.0,0.0,23.0
Hymenobacter sp. CCM 8649,20.0,41.0,22.0,16.0,24.0,238.0,8.0,22.0,90.0,26.0,107.0,24.0,24.0,9.0,24.0,15.0,36.0,62.0,19.0,104.0,5.0,41.0
Hymenobacter sp. CRA2,27.0,105.0,28.0,46.0,52.0,421.0,16.0,29.0,207.0,26.0,339.0,13.0,29.0,15.0,46.0,28.0,73.0,157.0,20.0,185.0,16.0,65.0
Hymenobacter sp. DG25A,4.0,13.0,16.0,3.0,13.0,120.0,4.0,8.0,66.0,2.0,64.0,11.0,6.0,7.0,8.0,6.0,19.0,39.0,5.0,48.0,13.0,20.0
Hymenobacter sp. DG25B,15.0,29.0,12.0,16.0,21.0,95.0,1.0,5.0,46.0,14.0,79.0,3.0,11.0,11.0,15.0,11.0,15.0,60.0,5.0,62.0,1.0,22.0
Hymenobacter sp. IS2118,24.0,26.0,23.0,34.0,49.0,195.0,6.0,20.0,91.0,44.0,116.0,5.0,19.0,5.0,28.0,24.0,61.0,84.0,18.0,102.0,10.0,27.0
Hymenobacter sp. PAMC 26554,46.0,99.0,44.0,47.0,73.0,408.0,18.0,24.0,123.0,53.0,292.0,23.0,37.0,32.0,35.0,32.0,55.0,144.0,33.0,144.0,22.0,47.0
Hymenobacter sp. PAMC 26628,18.0,47.0,24.0,26.0,38.0,131.0,4.0,31.0,78.0,18.0,166.0,10.0,23.0,16.0,25.0,13.0,43.0,86.0,6.0,104.0,19.0,61.0
Hymenobacter sp. UV11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hymenobacter sp. unc380mfsha3.1,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Hymenobacter swuensis,42.0,56.0,39.0,43.0,61.0,302.0,7.0,21.0,121.0,21.0,216.0,30.0,28.0,36.0,41.0,36.0,77.0,84.0,46.0,164.0,11.0,71.0
Hymenobacter terrenus,16.0,66.0,36.0,31.0,34.0,433.0,4.0,15.0,133.0,23.0,176.0,16.0,32.0,10.0,18.0,15.0,38.0,94.0,17.0,97.0,21.0,47.0
Pontibacter actiniarum,34.0,226.0,722.0,66.0,78.0,496.0,9.0,117.0,307.0,48.0,458.0,20.0,49.0,36.0,63.0,28.0,72.0,425.0,46.0,1013.0,15.0,137.0
Pontibacter akesuensis,23.0,268.0,866.0,55.0,113.0,737.0,8.0,88.0,344.0,44.0,748.0,29.0,49.0,31.0,41.0,27.0,108.0,509.0,30.0,1348.0,8.0,135.0
Pontibacter chinhatensis,55.0,173.0,584.0,71.0,100.0,666.0,7.0,90.0,248.0,44.0,467.0,11.0,42.0,27.0,82.0,26.0,81.0,293.0,31.0,915.0,32.0,124.0
Pontibacter indicus,15.0,156.0,437.0,53.0,71.0,471.0,13.0,83.0,232.0,34.0,346.0,23.0,30.0,14.0,33.0,25.0,32.0,245.0,9.0,842.0,13.0,99.0
Pontibacter korlensis,27.0,241.0,617.0,56.0,82.0,677.0,4.0,86.0,304.0,41.0,451.0,15.0,47.0,16.0,43.0,38.0,63.0,416.0,26.0,1065.0,13.0,128.0
Pontibacter lucknowensis,8.0,71.0,113.0,25.0,28.0,175.0,6.0,21.0,81.0,29.0,137.0,6.0,17.0,5.0,15.0,16.0,49.0,80.0,24.0,236.0,7.0,43.0
Pontibacter roseus,35.0,304.0,925.0,90.0,64.0,600.0,6.0,157.0,352.0,41.0,503.0,6.0,45.0,17.0,76.0,26.0,69.0,426.0,25.0,1671.0,12.0,163.0
Pontibacter sp. BAB1700,6.0,29.0,61.0,9.0,20.0,71.0,3.0,8.0,26.0,9.0,37.0,9.0,5.0,3.0,4.0,13.0,25.0,37.0,11.0,123.0,2.0,29.0
Pontibacter sp. HJ8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Pontibacter sp. S10-8,22.0,214.0,679.0,58.0,63.0,465.0,5.0,102.0,248.0,39.0,506.0,41.0,49.0,26.0,85.0,27.0,48.0,268.0,30.0,1022.0,20.0,107.0
Rufibacter roseus,89.0,169.0,192.0,64.0,95.0,760.0,14.0,71.0,340.0,57.0,495.0,16.0,106.0,36.0,52.0,32.0,134.0,328.0,42.0,703.0,30.0,195.0
Rufibacter ruber,49.0,159.0,166.0,66.0,105.0,637.0,12.0,43.0,252.0,65.0,426.0,19.0,77.0,20.0,46.0,27.0,131.0,394.0,21.0,576.0,11.0,160.0
Rufibacter sp. DG15C,42.0,143.0,180.0,78.0,138.0,642.0,5.0,42.0,241.0,45.0,405.0,23.0,61.0,27.0,58.0,43.0,71.0,223.0,27.0,864.0,17.0,121.0
Rufibacter sp. DG31D,53.0,154.0,200.0,78.0,80.0,734.0,5.0,67.0,321.0,46.0,502.0,25.0,65.0,21.0,70.0,28.0,89.0,268.0,20.0,694.0,13.0,115.0
Rufibacter tibetensis,41.0,179.0,254.0,52.0,93.0,708.0,3.0,66.0,320.0,40.0,480.0,21.0,65.0,25.0,43.0,16.0,73.0,266.0,34.0,973.0,15.0,158.0
Siccationidurans arizonensis,32.0,52.0,35.0,29.0,52.0,302.0,6.0,21.0,103.0,22.0,100.0,22.0,24.0,16.0,34.0,25.0,51.0,106.0,29.0,152.0,8.0,44.0
Eisenibacter elegans,26.0,120.0,40.0,57.0,117.0,1322.0,14.0,26.0,390.0,52.0,712.0,28.0,35.0,22.0,47.0,23.0,77.0,170.0,30.0,184.0,19.0,104.0
Microscilla marina,58.0,155.0,43.0,94.0,296.0,1798.0,20.0,31.0,500.0,87.0,955.0,23.0,49.0,22.0,52.0,71.0,126.0,289.0,57.0,297.0,11.0,112.0
Microscilla sp. PRE1,1.0,0.0,2.0,2.0,1.0,22.0,0.0,0.0,12.0,0.0,14.0,1.0,0.0,0.0,5.0,0.0,1.0,2.0,0.0,9.0,0.0,1.0
Chryseolinea serpens,62.0,365.0,104.0,182.0,147.0,1921.0,23.0,63.0,1230.0,105.0,842.0,36.0,102.0,28.0,118.0,67.0,119.0,922.0,53.0,689.0,28.0,161.0
Solirubrum puertoriconensis,28.0,91.0,44.0,21.0,57.0,478.0,17.0,15.0,165.0,32.0,286.0,14.0,6.0,8.0,20.0,27.0,42.0,98.0,14.0,157.0,8.0,63.0
Thermoflexibacter ruber,75.0,207.0,55.0,107.0,217.0,1804.0,32.0,46.0,687.0,86.0,819.0,41.0,92.0,43.0,111.0,68.0,206.0,335.0,72.0,309.0,48.0,156.0
Persicobacter sp. CCB-QB2,18.0,13.0,3.0,16.0,23.0,104.0,0.0,11.0,38.0,13.0,42.0,3.0,16.0,10.0,11.0,5.0,24.0,28.0,9.0,39.0,4.0,13.0
Persicobacter sp. JZB09,28.0,53.0,26.0,107.0,152.0,482.0,10.0,15.0,185.0,44.0,202.0,8.0,40.0,38.0,59.0,42.0,86.0,88.0,26.0,334.0,19.0,77.0
Thermonema rossianum,29.0,64.0,32.0,61.0,125.0,907.0,10.0,13.0,284.0,67.0,536.0,36.0,25.0,9.0,41.0,66.0,86.0,170.0,30.0,160.0,8.0,74.0
Blattabacterium cuenoti,0.0,1.0,0.0,17.0,15.0,11.0,0.0,0.0,9.0,3.0,4.0,0.0,1.0,0.0,0.0,4.0,2.0,13.0,0.0,17.0,1.0,6.0
Blattabacterium punctulatus,1.0,2.0,0.0,2.0,11.0,20.0,0.0,0.0,9.0,4.0,13.0,0.0,3.0,1.0,3.0,0.0,3.0,10.0,2.0,7.0,0.0,1.0
Blattabacterium sp. (Blaberus giganteus),0.0,1.0,0.0,6.0,12.0,12.0,0.0,0.0,14.0,2.0,10.0,0.0,2.0,1.0,4.0,2.0,1.0,10.0,0.0,9.0,1.0,7.0
Blattabacterium sp. (Blatta orientalis),0.0,1.0,0.0,0.0,2.0,30.0,0.0,0.0,12.0,0.0,4.0,0.0,3.0,1.0,1.0,1.0,1.0,4.0,0.0,3.0,0.0,0.0
Blattabacterium sp. (Blattella germanica),0.0,2.0,1.0,2.0,10.0,16.0,0.0,1.0,6.0,3.0,17.0,1.0,3.0,1.0,1.0,1.0,7.0,4.0,3.0,10.0,0.0,7.0
Blattabacterium sp. (Mastotermes darwiniensis),2.0,6.0,2.0,1.0,18.0,26.0,0.0,0.0,17.0,5.0,28.0,2.0,4.0,4.0,6.0,2.0,9.0,7.0,1.0,11.0,0.0,7.0
Blattabacterium sp. (Nauphoeta cinerea),0.0,1.0,1.0,2.0,11.0,9.0,0.0,0.0,12.0,1.0,8.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,1.0,10.0,0.0,2.0
Blattabacterium sp. (Periplaneta americana),0.0,3.0,0.0,1.0,2.0,9.0,0.0,1.0,4.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,11.0,1.0,1.0,4.0,2.0,1.0
Crocinitomix catalasitica,13.0,239.0,21.0,81.0,1525.0,1579.0,0.0,13.0,497.0,85.0,2927.0,35.0,44.0,11.0,203.0,44.0,86.0,160.0,39.0,455.0,10.0,330.0
Crocinitomix sp. 0182,17.0,313.0,25.0,67.0,1558.0,1499.0,9.0,20.0,469.0,68.0,2160.0,17.0,30.0,14.0,150.0,34.0,81.0,133.0,16.0,474.0,4.0,288.0
Crocinitomix sp. MedPE-SWsnd,11.0,100.0,24.0,34.0,655.0,680.0,1.0,5.0,199.0,31.0,1370.0,10.0,15.0,7.0,159.0,17.0,26.0,73.0,15.0,363.0,4.0,142.0
Fluviicola sp. RIFCSPHIGHO2_01_FULL_43_53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Fluviicola sp. RIFCSPHIGHO2_02_FULL_43_260,0.0,26.0,2.0,4.0,0.0,26.0,0.0,0.0,12.0,2.0,42.0,0.0,2.0,0.0,13.0,0.0,1.0,13.0,0.0,11.0,0.0,31.0
Fluviicola sp. RIFCSPHIGHO2_12_FULL_43_24,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fluviicola taffensis,54.0,862.0,143.0,231.0,762.0,18043.0,7.0,35.0,1452.0,113.0,6220.0,111.0,83.0,43.0,1504.0,146.0,182.0,688.0,63.0,1468.0,18.0,5846.0
Lishizhenia tianjinensis,30.0,372.0,22.0,114.0,1986.0,3861.0,4.0,27.0,760.0,68.0,3864.0,28.0,41.0,10.0,613.0,68.0,116.0,253.0,28.0,1340.0,14.0,954.0
Cryomorphaceae bacterium BACL11 MAG-121001-bin54,2.0,4.0,0.0,4.0,41.0,86.0,0.0,3.0,27.0,7.0,182.0,1.0,1.0,0.0,5.0,3.0,7.0,7.0,1.0,34.0,0.0,14.0
Cryomorphaceae bacterium BACL11 MAG-121015-bin20,1.0,8.0,2.0,5.0,47.0,46.0,1.0,0.0,11.0,1.0,112.0,0.0,4.0,0.0,5.0,1.0,10.0,11.0,1.0,25.0,2.0,3.0
Cryomorphaceae bacterium BACL11 MAG-121128-bin16,11.0,2.0,2.0,8.0,61.0,58.0,1.0,5.0,21.0,4.0,73.0,0.0,7.0,4.0,8.0,6.0,21.0,16.0,8.0,26.0,3.0,11.0
Cryomorphaceae bacterium BACL18 MAG-120507-bin74,1.0,117.0,2.0,14.0,39.0,108.0,1.0,1.0,17.0,3.0,73.0,0.0,1.0,1.0,5.0,1.0,3.0,12.0,0.0,149.0,0.0,9.0
Cryomorphaceae bacterium BACL18 MAG-120924-bin36,7.0,284.0,0.0,18.0,51.0,133.0,0.0,4.0,64.0,8.0,128.0,1.0,7.0,1.0,6.0,5.0,6.0,16.0,5.0,289.0,3.0,6.0
Cryomorphaceae bacterium BACL21 MAG-121220-bin10,14.0,56.0,4.0,19.0,201.0,730.0,6.0,3.0,377.0,24.0,247.0,0.0,6.0,3.0,14.0,14.0,21.0,50.0,11.0,179.0,6.0,56.0
Cryomorphaceae bacterium BACL22 MAG-120619-bin32,17.0,76.0,35.0,52.0,885.0,15993.0,2.0,22.0,7948.0,47.0,455.0,59.0,42.0,23.0,97.0,90.0,173.0,51.0,23.0,404.0,11.0,109.0
Cryomorphaceae bacterium BACL23 MAG-120924-bin60,10.0,86.0,3.0,24.0,120.0,423.0,4.0,8.0,101.0,8.0,334.0,4.0,5.0,2.0,12.0,8.0,13.0,46.0,8.0,423.0,5.0,28.0
Cryomorphaceae bacterium BACL29 MAG-121220-bin8,6.0,21.0,2.0,20.0,878.0,588.0,1.0,3.0,260.0,17.0,144.0,2.0,13.0,9.0,15.0,15.0,31.0,50.0,17.0,937.0,4.0,29.0
Cryomorphaceae bacterium BACL7 MAG-120322-bin74,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0
Cryomorphaceae bacterium BACL7 MAG-120910-bin2,0.0,23.0,0.0,1.0,1.0,13.0,0.0,0.0,1.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,1.0
Cryomorphaceae bacterium BACL7 MAG-121220-bin83,1.0,2.0,0.0,0.0,7.0,3.0,1.0,0.0,0.0,0.0,44.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0
Owenweeksia hongkongensis,40.0,177.0,69.0,80.0,749.0,1330.0,4.0,28.0,564.0,74.0,2669.0,51.0,49.0,31.0,73.0,61.0,111.0,964.0,32.0,1417.0,20.0,143.0
Aequorivita capsosiphonis,26.0,116.0,29.0,82.0,211.0,972.0,13.0,21.0,538.0,110.0,429.0,39.0,28.0,28.0,62.0,48.0,66.0,94.0,22.0,224.0,6.0,294.0
Aequorivita soesokkakensis,6.0,107.0,21.0,68.0,175.0,728.0,0.0,7.0,406.0,74.0,295.0,28.0,18.0,11.0,45.0,26.0,22.0,180.0,15.0,144.0,10.0,210.0
Aequorivita sublithincola,14.0,82.0,21.0,66.0,157.0,886.0,9.0,11.0,452.0,88.0,437.0,24.0,20.0,16.0,55.0,30.0,57.0,148.0,34.0,181.0,14.0,217.0
Aequorivita viscosa,32.0,193.0,49.0,168.0,261.0,1114.0,9.0,20.0,610.0,225.0,614.0,64.0,36.0,28.0,88.0,58.0,79.0,96.0,48.0,393.0,16.0,433.0
Aequorivita vladivostokensis,8.0,79.0,37.0,44.0,170.0,646.0,5.0,13.0,300.0,54.0,316.0,15.0,19.0,29.0,38.0,10.0,25.0,100.0,15.0,167.0,12.0,147.0
Vitellibacter aquimaris,9.0,74.0,25.0,45.0,95.0,397.0,5.0,7.0,227.0,42.0,238.0,14.0,12.0,11.0,29.0,10.0,26.0,68.0,11.0,162.0,4.0,130.0
Algibacter alginicilyticus,64.0,170.0,80.0,91.0,688.0,3759.0,1.0,29.0,2900.0,63.0,806.0,75.0,60.0,35.0,188.0,64.0,41.0,896.0,40.0,398.0,16.0,194.0
Algibacter lectus,56.0,172.0,52.0,83.0,1015.0,3243.0,13.0,21.0,2194.0,63.0,821.0,98.0,66.0,42.0,165.0,59.0,106.0,554.0,61.0,454.0,25.0,191.0
Algibacter pectinivorans,35.0,100.0,29.0,51.0,601.0,2265.0,11.0,17.0,1483.0,48.0,563.0,29.0,32.0,28.0,89.0,32.0,87.0,405.0,36.0,681.0,13.0,137.0
Algibacter sp. SK-16,33.0,134.0,56.0,72.0,516.0,3163.0,5.0,36.0,2159.0,48.0,510.0,56.0,41.0,41.0,81.0,106.0,62.0,542.0,48.0,319.0,12.0,148.0
Algoriella xinjiangensis,59.0,128.0,36.0,352.0,197.0,750.0,118.0,179.0,106.0,269.0,284.0,459.0,145.0,699.0,81.0,192.0,129.0,63.0,107.0,194.0,186.0,531.0
Altibacter lentus,23.0,99.0,33.0,47.0,304.0,1095.0,5.0,10.0,699.0,43.0,370.0,23.0,22.0,19.0,43.0,29.0,49.0,87.0,12.0,248.0,6.0,139.0
Apibacter adventoris,0.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,13.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0
Apibacter mensalis,40.0,38.0,22.0,54.0,135.0,393.0,8.0,22.0,158.0,40.0,197.0,61.0,40.0,25.0,48.0,38.0,122.0,54.0,50.0,117.0,10.0,55.0
Apibacter sp. wkB309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Aquimarina agarilytica,25.0,68.0,26.0,24.0,305.0,1001.0,3.0,10.0,413.0,34.0,328.0,42.0,25.0,25.0,43.0,31.0,55.0,79.0,22.0,250.0,5.0,54.0
Aquimarina agarivorans,19.0,59.0,22.0,41.0,181.0,719.0,1.0,24.0,385.0,49.0,236.0,26.0,42.0,39.0,38.0,31.0,56.0,56.0,39.0,152.0,9.0,58.0
Aquimarina amphilecti,12.0,25.0,15.0,24.0,156.0,774.0,2.0,6.0,257.0,45.0,225.0,15.0,11.0,11.0,30.0,18.0,42.0,79.0,24.0,127.0,4.0,57.0
Aquimarina atlantica,16.0,32.0,17.0,26.0,85.0,484.0,2.0,7.0,152.0,24.0,205.0,9.0,20.0,11.0,30.0,10.0,32.0,62.0,17.0,70.0,3.0,53.0
Aquimarina latercula,29.0,48.0,26.0,37.0,200.0,719.0,1.0,14.0,388.0,29.0,241.0,24.0,33.0,20.0,47.0,29.0,41.0,77.0,36.0,176.0,8.0,65.0
Aquimarina longa,21.0,58.0,16.0,30.0,303.0,1167.0,9.0,7.0,637.0,42.0,243.0,33.0,21.0,23.0,43.0,34.0,28.0,113.0,23.0,151.0,9.0,100.0
Aquimarina macrocephali,17.0,39.0,8.0,17.0,172.0,707.0,1.0,3.0,360.0,20.0,154.0,16.0,12.0,11.0,25.0,15.0,19.0,99.0,12.0,98.0,15.0,57.0
Aquimarina megaterium,28.0,54.0,19.0,25.0,206.0,827.0,15.0,21.0,381.0,27.0,235.0,39.0,24.0,32.0,71.0,43.0,58.0,115.0,33.0,153.0,12.0,83.0
Aquimarina muelleri,14.0,74.0,26.0,37.0,293.0,1009.0,4.0,14.0,574.0,36.0,446.0,17.0,17.0,18.0,52.0,23.0,35.0,121.0,27.0,137.0,5.0,88.0
Aquimarina pacifica,15.0,69.0,19.0,46.0,248.0,1126.0,1.0,14.0,572.0,36.0,327.0,9.0,23.0,18.0,41.0,23.0,32.0,113.0,17.0,184.0,7.0,91.0
Aquimarina sp. DIK55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aquimarina sp. RZW4-3-2,23.0,84.0,18.0,37.0,289.0,1619.0,3.0,6.0,725.0,39.0,438.0,18.0,22.0,14.0,60.0,33.0,42.0,131.0,30.0,232.0,11.0,94.0
Aquimarina spongiae,12.0,70.0,27.0,38.0,337.0,1618.0,3.0,22.0,717.0,40.0,501.0,11.0,28.0,8.0,56.0,26.0,45.0,162.0,20.0,235.0,8.0,81.0
Arenibacter algicola,3.0,19.0,12.0,9.0,22.0,115.0,0.0,4.0,113.0,8.0,48.0,13.0,9.0,15.0,16.0,13.0,15.0,38.0,6.0,31.0,1.0,36.0
Arenibacter certesii,13.0,63.0,26.0,58.0,177.0,872.0,4.0,19.0,458.0,64.0,233.0,45.0,31.0,34.0,47.0,45.0,41.0,138.0,23.0,191.0,10.0,89.0
Arenibacter latericius,30.0,67.0,26.0,54.0,289.0,1274.0,8.0,18.0,644.0,54.0,249.0,41.0,26.0,47.0,46.0,37.0,56.0,122.0,26.0,280.0,7.0,103.0
